"end_b_K_ratio","end_f_ratio","sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy.","species"
0.192334857070074,3.54679593942374,0.05,0.3,0.6,0,1,0.01,0.4,1994,2015,"Low",2450.801086,1316.341361,1134.887184,217,0.179071363567112,0.509908517517123,0.0541058710088047,0.0758626850492127,0.125246635088609,0.179532585372853,0.253792943065962,0.459489736695051,0.515098448499616,19608.2929477712,0.293521826542529,9017.17537817718,10534.4567540155,16472.0441269118,21129.9425613582,25092.4779634239,27976.2971556053,28613.0800385529,877.820938845194,0.29927275774004,368.386130671732,495.872973602873,775.110368135964,932.623532204346,1108.29786044838,1305.08448159403,1496.08559832051,"Doctorfish"
