"","scenarios","Year","Yield","relative"
"1","scen",100,6.54313840196058,0.482910472531763
"2","scen",101,6.08387499995757,0.449014948266012
"3","scen",102,5.65686043416033,0.41749952048822
"4","scen",103,5.25982844211494,0.388196929726665
"5","scen",104,4.89067226631816,0.360951688629728
"6","scen",105,4.54743339709431,0.335619251143996
"7","scen",106,4.2282911125561,0.312065240520434
"8","scen",107,3.93155275920707,0.290164731982951
"9","scen",108,3.6556447208416,0.269801586196143
"10","scen",109,3.39910402707368,0.250867829940281
"11","scen",110,3.16057055617234,0.233263080648551
"12","scen",111,2.93877978997571,0.216894011689975
"13","scen",112,2.73255608155152,0.201673855495123
"14","scen",113,2.54080639900394,0.187521941823372
"15","scen",114,2.36251451140904,0.174363268661081
"16","scen",115,2.19673558530057,0.162128103420061
"17","scen",116,2.04259116241994,0.150751612274907
"18","scen",117,1.89926449158716,0.140173515635912
"19","scen",118,1.76599618954085,0.130337767901246
"20","scen",119,1.64208020743602,0.121192259767939
"21","scen",120,1.52686008138494,0.112688541506405
"22","scen",121,1.41972544698658,0.104781565718406
"23","scen",122,1.32010879922522,0.0974294482042699
"24","scen",123,1.22748248044146,0.090593245662789
"25","scen",124,1.14135588029955,0.0842367490373133
"26","scen",125,1.06127283280606,0.078326291405044
"27","scen",126,0.986809196484619,0.0728305693839957
"28","scen",127,0.917570604788157,0.067720477104188
"29","scen",128,0.853190374739965,0.0629689518567684
"30","scen",129,0.793327562642396,0.0585508305973351
"31","scen",130,0.73766515648193,0.0544427165380097
"32","scen1",100,6.54313840196058,0.482910472531763
"33","scen1",101,6.08387499995757,0.449014948266012
"34","scen1",102,5.65686043416033,0.41749952048822
"35","scen1",103,5.25982844211494,0.388196929726665
"36","scen1",104,4.89067226631816,0.360951688629728
"37","scen1",105,4.54743339709431,0.335619251143996
"38","scen1",106,4.2282911125561,0.312065240520434
"39","scen1",107,3.93155275920707,0.290164731982951
"40","scen1",108,3.6556447208416,0.269801586196143
"41","scen1",109,3.39910402707368,0.250867829940281
"42","scen1",110,3.16057055617234,0.233263080648551
"43","scen1",111,2.93877978997571,0.216894011689975
"44","scen1",112,2.73255608155152,0.201673855495123
"45","scen1",113,2.54080639900394,0.187521941823372
"46","scen1",114,2.36251451140904,0.174363268661081
"47","scen1",115,2.19673558530057,0.162128103420061
"48","scen1",116,2.04259116241994,0.150751612274907
"49","scen1",117,1.89926449158716,0.140173515635912
"50","scen1",118,1.76599618954085,0.130337767901246
"51","scen1",119,1.64208020743602,0.121192259767939
"52","scen1",120,1.52686008138494,0.112688541506405
"53","scen1",121,1.41972544698658,0.104781565718406
"54","scen1",122,1.32010879922522,0.0974294482042699
"55","scen1",123,1.22748248044146,0.090593245662789
"56","scen1",124,1.14135588029955,0.0842367490373133
"57","scen1",125,1.06127283280606,0.078326291405044
"58","scen1",126,0.986809196484619,0.0728305693839957
