"","scenarios","Year","Biomass","relative"
"49","",106,6688.54510407515,0.034003502457467
"50","scen1",106,6688.54510407515,0.034003502457467
"51","scen2",106,7758.17477316121,0.0394413300440953
"52","scen3",106,8855.93444213097,0.0450221660885108
"53","scen4",106,10334.9289049832,0.0525411393584279
"54","scen5",106,10589.1274969793,0.0538334446823997
"55","scen6",106,11411.2635909141,0.0580130541872311
"56","scen7",106,12505.3950556934,0.0635754450170017
"57","",107,6629.35069762166,0.0337025674837186
"58","scen1",107,6629.35069762166,0.0337025674837186
"59","scen2",107,7923.9064297182,0.040283883499791
"60","scen3",107,9267.94341769878,0.0471167543726927
"61","scen4",107,11093.5801315251,0.056398001866593
"62","scen5",107,11318.056602118,0.0575392046394948
"63","scen6",107,12357.4235699261,0.0628231814527091
"64","scen7",107,13744.0613021444,0.0698726277525292
"65","",108,6571.22710236909,0.0334070763442773
"66","scen1",108,6571.22710236909,0.0334070763442773
"67","scen2",108,8095.84014479171,0.0411579672372935
"68","scen3",108,9700.12558493957,0.0493138999637259
"69","scen4",108,11901.1507012285,0.0605035625564289
"70","scen5",108,12087.3729253862,0.0614502868078546
"71","scen6",108,13366.0013645194,0.0679506309926852
"72","scen7",108,15078.7868550111,0.0766581607661727
"73","",109,6514.1456028216,0.0331168830541167
"74","scen1",109,6514.1456028216,0.0331168830541167
"75","scen2",109,8271.2557605315,0.0420497524055286
"76","scen3",109,10148.2468738302,0.0515920775211669
"77","scen4",109,12753.2577670839,0.0648355397288915
"78","scen5",109,12883.1981856155,0.0654961362072157
"79","scen6",109,14424.1590898534,0.0733301370368115
"80","scen7",109,16499.1673374227,0.0838791498561312
"81","",110,6458.07849939648,0.0328318467929517
"82","scen1",110,6458.07849939648,0.0328318467929517
"83","scen2",110,8451.25455066689,0.0429648377054664
"84","scen3",110,10615.8455665892,0.0539692751106177
"85","scen4",110,13658.392989717,0.0694371036397626
"86","scen5",110,13711.4655956083,0.0697069163504144
"87","scen6",110,15541.0460086637,0.0790082129856958
"88","scen7",110,18019.608836013,0.0916088332819406
"89","",111,6402.99906394806,0.032551831679129
"90","scen1",111,6402.99906394806,0.032551831679129
"91","scen2",111,8636.20477701877,0.0439050953217951
"92","scen3",111,11104.7769732899,0.0564549248342248
"93","scen4",111,14621.8763570721,0.0743353002639622
"94","scen5",111,14578.7113496076,0.0741158562122952
"95","scen6",111,16725.4564380447,0.0850295677526046
"96","scen7",111,19652.6649382744,0.0999110314913232
"97","",112,6348.88149760556,0.0322767065552813
"98","scen1",112,6348.88149760556,0.0322767065552813
"99","scen2",112,8825.39686796398,0.044866917904926
"100","scen3",112,11613.7869627057,0.0590426508877472
"101","scen4",112,15641.9234562752,0.0795210579294597
"102","scen5",112,15487.4788847439,0.0787358862238214
"103","scen6",112,17979.3847105708,0.0914043402080298
"104","scen7",112,21399.4782083778,0.108791553099305
"105","",113,6295.70089078576,0.0320063447850385
"106","scen1",113,6295.70089078576,0.0320063447850385
"107","scen2",113,9018.22514409249,0.0458472262768035
"108","scen3",113,12141.6749976312,0.0617263499304464
"109","scen4",113,16716.5629258388,0.0849843545471252
"110","scen5",113,16436.641004312,0.0835612758957251
"111","scen6",113,19300.9946247514,0.0981231953948287
"112","scen7",113,23257.0919527167,0.118235366744542
"113","",114,6243.43318525089,0.0317406240601356
"114","scen1",114,6243.43318525089,0.0317406240601356
"115","scen2",114,9214.21028670333,0.0468435836571752
"116","scen3",114,12687.4257843759,0.0645008603702328
"117","scen4",114,17844.023764893,0.0907161866294293
"118","scen5",114,17424.1216859936,0.0885814710598129
"119","scen6",114,20687.5491924492,0.105172218899417
"120","scen7",114,25221.5717031221,0.1282224702149
"121","",115,6192.05513809074,0.0314794262173034
"122","scen1",115,6192.05513809074,0.0314794262173034
"123","scen2",115,9412.96552010645,0.0478540237397785
"124","scen3",115,13250.1424682635,0.0673616227401794
"125","scen4",115,19022.5767966231,0.0967077633157067
"126","scen5",115,18447.1166994524,0.0937822154538263
"127","scen6",115,22135.5002759191,0.112533372552259
"128","scen7",115,27287.8767687453,0.138727237437594
"129","",116,6141.5442875162,0.0312226370643688
"130","scen1",116,6141.5442875162,0.0312226370643688
"131","scen2",116,9614.23962939518,0.0488772693878723
"132","scen3",116,13829.1973495363,0.0703054459142762
"133","scen4",116,20250.8268888986,0.102951991975483
"134","scen5",116,19503.9749415564,0.0991551151313184
"135","scen6",116,23642.2462143868,0.12019342992262
"136","scen7",116,29451.4204933033,0.149726350579556
"137","",117,6091.878920359,0.0309701462150282
"138","scen1",117,6091.878920359,0.0309701462150282
"139","scen2",117,9817.8449935319,0.0499123667658593
"140","scen3",117,14424.0668362796,0.073329668034274
"141","scen4",117,21527.3484807892,0.109441625283094
"142","scen5",117,20593.4063658417,0.104693611700678
"143","scen6",117,25205.2528997725,0.128139508006951
"144","scen7",117,31707.0708213851,0.16119371908506
"145","",118,6043.03804117915,0.0307218469317947
"146","scen1",118,6043.03804117915,0.0307218469317947
"147","scen2",118,10023.5742056074,0.0509582614499097
"148","scen3",118,15034.0732227835,0.0764308437518332
"149","scen4",118,22849.9985404272,0.116165768404423
"150","scen5",118,21713.8522105241,0.110389780664225
"151","scen6",118,26821.1651197455,0.136354549437923
"152","scen7",118,34047.7956035475,0.173093592621686
"153","",119,5995.00134288814,0.0304776359766511
