"","scenarios","Year","Biomass","relative"
"77","scen4",109,7447.9996753099,0.0718411960793944
"78","scen5",109,6438.37477005557,0.0621026536590098
"79","scen6",109,8070.97243724059,0.0778502065913508
"80","scen7",109,10316.2360630719,0.0995073536677656
"81","",110,1806.70332508339,0.0174269244754242
"82","scen1",110,1806.70332508339,0.0174269244754242
"83","scen2",110,3558.46079181868,0.0343238574960391
"84","scen3",110,5580.25571673643,0.053825491755616
"85","scen4",110,8596.96481696078,0.0829237730971352
"86","scen5",110,7216.55859689147,0.0696087840734429
"87","scen6",110,9236.83487224417,0.089095769889688
"88","scen7",110,12029.5494133624,0.116033466142193
"89","",111,1799.88795546113,0.0173611854412229
"90","scen1",111,1799.88795546113,0.0173611854412229
"91","scen2",111,3831.18142616968,0.0369544398565965
"92","scen3",111,6231.88555840902,0.0601109199601812
"93","scen4",111,9858.63162274028,0.0950934369441059
"94","scen5",111,8050.29688119885,0.0776507763093425
"95","scen6",111,10497.4799112682,0.101255578077552
"96","scen7",111,13890.855353588,0.133987071250255
"97","",112,1793.22006940285,0.0172968689897419
"98","scen1",112,1793.22006940285,0.0172968689897419
"99","scen2",112,4120.56797247319,0.0397457766613828
"100","scen3",112,6932.78162057505,0.0668715555171706
"101","scen4",112,11221.0802332545,0.108235212191562
"102","scen5",112,8927.67089761546,0.086113665876497
"103","scen6",112,11834.6994393721,0.114154001078048
"104","scen7",112,15870.2242179054,0.153079476311209
"105","",113,1786.69561009235,0.0172339359901351
"106","scen1",113,1786.69561009235,0.0172339359901351
"107","scen2",113,4424.09366618085,0.0426734954889054
"108","scen3",113,7676.23237171314,0.0740426609839095
"109","scen4",113,12666.3377632563,0.122175737718473
"110","scen5",113,9833.75832918516,0.0948535165309301
"111","scen6",113,13223.2271280601,0.127547327379524
"112","scen7",113,17926.0490922922,0.172909353371397
"113","",114,1780.31066371448,0.0171723486909023
"114","scen1",114,1780.31066371448,0.0171723486909023
"115","scen2",114,4740.57433390114,0.0457261741538094
"116","scen3",114,8457.22524251604,0.0815758866033945
"117","scen4",114,14177.1270449763,0.136748363088274
"118","scen5",114,10760.6413785726,0.103793955547657
"119","scen6",114,14644.6983216411,0.141258416959426
"120","scen7",114,20022.8644192065,0.193134612180484
"121","",115,1774.06145321064,0.0171120706596565
"122","scen1",115,1774.06145321064,0.0171120706596565
"123","scen2",115,5068.8088345287,0.0488922268052048
"124","scen3",115,9270.09381994385,0.0894165758358816
"125","scen4",115,15734.5308207955,0.151770618044101
"126","scen5",115,11699.2888809733,0.112847870989268
"127","scen6",115,16080.7391938953,0.155110041339008
"128","scen7",115,22127.0180500995,0.213430654093491
"129","",116,1767.94433235903,0.0170530667260232
"130","scen1",116,1767.94433235903,0.0170530667260232
"131","scen2",116,5407.0840162488,0.0521551288887411
"132","scen3",116,10107.5356211533,0.0974942910974984
"133","scen4",116,17317.1676266443,0.167036263324451
"134","scen5",116,12637.0619753492,0.121893352150388
"135","scen6",116,17509.3636758561,0.168890129417234
"136","scen7",116,24203.1131867993,0.233456052092574
"137","",117,1761.95578015985,0.0169953029274829
"138","scen1",117,1761.95578015985,0.0169953029274829
"139","scen2",117,5753.7729714622,0.055499187736194
"140","scen3",117,10961.920596952,0.105735435196513
"141","scen4",117,18903.7377927271,0.182339848631137
"142","scen5",117,13562.7667105071,0.130822425497499
"143","scen6",117,18910.6285019811,0.182406314369083
"144","scen7",117,26219.9702408711,0.252910057114352
"145","",118,1756.09239550762,0.0169387464579806
"146","scen1",118,1756.09239550762,0.0169387464579806
"147","scen2",118,6107.40614659137,0.0589102284695673
