"sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy.","species"
0.05,0.5,0.9,0,1,0.01,0.4,1994,2015,"Low",3059.93162588072,326.143017517822,439.191339790442,320,0.211598929842498,0.556301011514841,0.0515075884638835,0.0815797241645556,0.141798779536516,0.218855867886601,0.325563838368884,0.484124982403113,0.567916809477435,9071.08506783744,0.20715048936695,5466.85801223978,6159.44513014801,7755.69778258175,9507.4989392716,10832.5895289413,11741.3445478374,11939.0544626772,479.857973216167,0.405174919090895,133.881743421648,220.802855542973,369.099256797175,514.580751690951,655.357975944585,803.572944878264,895.646484986463,"SilkSnapper"
