Country,Site,MunicipalArea_sqkm,TotalMunicipalNTZ_sqkm,NTZ_sqkm,TURF_sqkm,YearNTZEstablish,YearNTZFunctioning,NTZInside,distanceOffshore_km
Montserrat,MNI,318,0,0,104.94,NA,NA,NA,1.67
