"","fishery","species","management","MC","catchShare","illegalFishing","implementYear","npv1","npv2"
"256","MNI Fishery","Cephalopholis fulva","30& MPA",1,"CS","no_illegal_fishing",2,222964.922317717,0
"257","MNI Fishery","Epinephelus adscensionis","BAU",1,"no_CS","illegal_fishing",2,21120.5551809188,0
"258","MNI Fishery","Epinephelus adscensionis","30& MPA",1,"no_CS","illegal_fishing",2,15687.4333851485,0
"259","MNI Fishery","Epinephelus adscensionis","BAU",1,"CS","illegal_fishing",2,21120.5551809188,0
"260","MNI Fishery","Epinephelus adscensionis","30& MPA",1,"CS","illegal_fishing",2,15687.4333851485,0
"261","MNI Fishery","Epinephelus adscensionis","BAU",1,"no_CS","no_illegal_fishing",2,21120.5551809188,0
"262","MNI Fishery","Epinephelus adscensionis","30& MPA",1,"no_CS","no_illegal_fishing",2,15687.4333851485,0
"263","MNI Fishery","Epinephelus adscensionis","BAU",1,"CS","no_illegal_fishing",2,21120.5551809188,0
"264","MNI Fishery","Epinephelus adscensionis","30& MPA",1,"CS","no_illegal_fishing",2,15687.4333851485,0
"265","MNI Fishery","Haemulon album","BAU",1,"no_CS","illegal_fishing",2,160574.440586041,0
"266","MNI Fishery","Haemulon album","30& MPA",1,"no_CS","illegal_fishing",2,128908.459711112,0
"267","MNI Fishery","Haemulon album","BAU",1,"CS","illegal_fishing",2,160574.440586041,0
"268","MNI Fishery","Haemulon album","30& MPA",1,"CS","illegal_fishing",2,128908.459711112,0
"269","MNI Fishery","Haemulon album","BAU",1,"no_CS","no_illegal_fishing",2,160574.440586041,0
"270","MNI Fishery","Haemulon album","30& MPA",1,"no_CS","no_illegal_fishing",2,128908.459711112,0
"271","MNI Fishery","Haemulon album","BAU",1,"CS","no_illegal_fishing",2,160574.440586041,0
"272","MNI Fishery","Haemulon album","30& MPA",1,"CS","no_illegal_fishing",2,128908.459711112,0
"273","MNI Fishery","Haemulon carbonarium","BAU",1,"no_CS","illegal_fishing",2,137991.173002703,0
"274","MNI Fishery","Haemulon carbonarium","30& MPA",1,"no_CS","illegal_fishing",2,136220.126030281,0
"275","MNI Fishery","Haemulon carbonarium","BAU",1,"CS","illegal_fishing",2,137991.173002703,0
"276","MNI Fishery","Haemulon carbonarium","30& MPA",1,"CS","illegal_fishing",2,136220.126030281,0
"277","MNI Fishery","Haemulon carbonarium","BAU",1,"no_CS","no_illegal_fishing",2,137991.173002703,0
"278","MNI Fishery","Haemulon carbonarium","30& MPA",1,"no_CS","no_illegal_fishing",2,136220.126030281,0
"279","MNI Fishery","Haemulon carbonarium","BAU",1,"CS","no_illegal_fishing",2,137991.173002703,0
"280","MNI Fishery","Haemulon carbonarium","30& MPA",1,"CS","no_illegal_fishing",2,136220.126030281,0
"281","MNI Fishery","Haemulon flavolineatum","BAU",1,"no_CS","illegal_fishing",2,83687.7107920359,0
"282","MNI Fishery","Haemulon flavolineatum","30& MPA",1,"no_CS","illegal_fishing",2,65740.6209410573,0
"283","MNI Fishery","Haemulon flavolineatum","BAU",1,"CS","illegal_fishing",2,83687.7107920359,0
"284","MNI Fishery","Haemulon flavolineatum","30& MPA",1,"CS","illegal_fishing",2,65740.6209410573,0
"285","MNI Fishery","Haemulon flavolineatum","BAU",1,"no_CS","no_illegal_fishing",2,83687.7107920359,0
"286","MNI Fishery","Haemulon flavolineatum","30& MPA",1,"no_CS","no_illegal_fishing",2,65740.6209410573,0
"287","MNI Fishery","Haemulon flavolineatum","BAU",1,"CS","no_illegal_fishing",2,83687.7107920359,0
"288","MNI Fishery","Haemulon flavolineatum","30& MPA",1,"CS","no_illegal_fishing",2,65740.6209410573,0
"289","MNI Fishery","Haemulon parrai","BAU",1,"no_CS","illegal_fishing",2,88821.6648601947,0
"290","MNI Fishery","Haemulon parrai","30& MPA",1,"no_CS","illegal_fishing",2,69743.4244865033,0
"291","MNI Fishery","Haemulon parrai","BAU",1,"CS","illegal_fishing",2,88821.6648601947,0
"292","MNI Fishery","Haemulon parrai","30& MPA",1,"CS","illegal_fishing",2,69743.4244865033,0
"293","MNI Fishery","Haemulon parrai","BAU",1,"no_CS","no_illegal_fishing",2,88821.6648601947,0
"294","MNI Fishery","Haemulon parrai","30& MPA",1,"no_CS","no_illegal_fishing",2,69743.4244865033,0
"295","MNI Fishery","Haemulon parrai","BAU",1,"CS","no_illegal_fishing",2,88821.6648601947,0
"296","MNI Fishery","Haemulon parrai","30& MPA",1,"CS","no_illegal_fishing",2,69743.4244865033,0
"297","MNI Fishery","Heteropriacanthus cruentatus","BAU",1,"no_CS","illegal_fishing",2,9195.53345839442,0
"298","MNI Fishery","Heteropriacanthus cruentatus","30& MPA",1,"no_CS","illegal_fishing",2,7099.39564117361,0
"299","MNI Fishery","Heteropriacanthus cruentatus","BAU",1,"CS","illegal_fishing",2,9195.53345839442,0
"300","MNI Fishery","Heteropriacanthus cruentatus","30& MPA",1,"CS","illegal_fishing",2,7099.39564117361,0
"301","MNI Fishery","Heteropriacanthus cruentatus","BAU",1,"no_CS","no_illegal_fishing",2,9195.53345839442,0
"302","MNI Fishery","Heteropriacanthus cruentatus","30& MPA",1,"no_CS","no_illegal_fishing",2,7099.39564117361,0
"303","MNI Fishery","Heteropriacanthus cruentatus","BAU",1,"CS","no_illegal_fishing",2,9195.53345839442,0
"304","MNI Fishery","Heteropriacanthus cruentatus","30& MPA",1,"CS","no_illegal_fishing",2,7099.39564117361,0
"305","MNI Fishery","Holacanthus ciliaris","BAU",1,"no_CS","illegal_fishing",2,8378.27748366622,0
"306","MNI Fishery","Holacanthus ciliaris","30& MPA",1,"no_CS","illegal_fishing",2,9750.57231895225,0
"307","MNI Fishery","Holacanthus ciliaris","BAU",1,"CS","illegal_fishing",2,8378.27748366622,0
"308","MNI Fishery","Holacanthus ciliaris","30& MPA",1,"CS","illegal_fishing",2,9750.57231895225,0
"309","MNI Fishery","Holacanthus ciliaris","BAU",1,"no_CS","no_illegal_fishing",2,8378.27748366622,0
"310","MNI Fishery","Holacanthus ciliaris","30& MPA",1,"no_CS","no_illegal_fishing",2,9750.57231895225,0
"311","MNI Fishery","Holacanthus ciliaris","BAU",1,"CS","no_illegal_fishing",2,8378.27748366622,0
"312","MNI Fishery","Holacanthus ciliaris","30& MPA",1,"CS","no_illegal_fishing",2,9750.57231895225,0
"313","MNI Fishery","Holacanthus tricolor","BAU",1,"no_CS","illegal_fishing",2,110001.679308259,0
"314","MNI Fishery","Holacanthus tricolor","30& MPA",1,"no_CS","illegal_fishing",2,102239.636325414,0
"315","MNI Fishery","Holacanthus tricolor","BAU",1,"CS","illegal_fishing",2,110001.679308259,0
"316","MNI Fishery","Holacanthus tricolor","30& MPA",1,"CS","illegal_fishing",2,102239.636325414,0
"317","MNI Fishery","Holacanthus tricolor","BAU",1,"no_CS","no_illegal_fishing",2,110001.679308259,0
"318","MNI Fishery","Holacanthus tricolor","30& MPA",1,"no_CS","no_illegal_fishing",2,102239.636325414,0
"319","MNI Fishery","Holacanthus tricolor","BAU",1,"CS","no_illegal_fishing",2,110001.679308259,0
"320","MNI Fishery","Holacanthus tricolor","30& MPA",1,"CS","no_illegal_fishing",2,102239.636325414,0
"321","MNI Fishery","Holocentrus adscensionis","BAU",1,"no_CS","illegal_fishing",2,976086.244031773,0
"322","MNI Fishery","Holocentrus adscensionis","30& MPA",1,"no_CS","illegal_fishing",2,934512.69977639,0
"323","MNI Fishery","Holocentrus adscensionis","BAU",1,"CS","illegal_fishing",2,976086.244031773,0
"324","MNI Fishery","Holocentrus adscensionis","30& MPA",1,"CS","illegal_fishing",2,934512.69977639,0
"325","MNI Fishery","Holocentrus adscensionis","BAU",1,"no_CS","no_illegal_fishing",2,976086.244031773,0
"326","MNI Fishery","Holocentrus adscensionis","30& MPA",1,"no_CS","no_illegal_fishing",2,934512.69977639,0
"327","MNI Fishery","Holocentrus adscensionis","BAU",1,"CS","no_illegal_fishing",2,976086.244031773,0
"328","MNI Fishery","Holocentrus adscensionis","30& MPA",1,"CS","no_illegal_fishing",2,934512.69977639,0
"329","MNI Fishery","Kyphosus sectatrix","BAU",1,"no_CS","illegal_fishing",2,19984.6406069334,0
"330","MNI Fishery","Kyphosus sectatrix","30& MPA",1,"no_CS","illegal_fishing",2,19663.3792075627,0
"331","MNI Fishery","Kyphosus sectatrix","BAU",1,"CS","illegal_fishing",2,19984.6406069334,0
"332","MNI Fishery","Kyphosus sectatrix","30& MPA",1,"CS","illegal_fishing",2,19663.3792075627,0
"333","MNI Fishery","Kyphosus sectatrix","BAU",1,"no_CS","no_illegal_fishing",2,19984.6406069334,0
"334","MNI Fishery","Kyphosus sectatrix","30& MPA",1,"no_CS","no_illegal_fishing",2,19663.3792075627,0
"335","MNI Fishery","Kyphosus sectatrix","BAU",1,"CS","no_illegal_fishing",2,19984.6406069334,0
"336","MNI Fishery","Kyphosus sectatrix","30& MPA",1,"CS","no_illegal_fishing",2,19663.3792075627,0
"337","MNI Fishery","Lutjanidae","BAU",1,"no_CS","illegal_fishing",2,7089.61521104117,0
"338","MNI Fishery","Lutjanidae","30& MPA",1,"no_CS","illegal_fishing",2,10466.8193345186,0
"339","MNI Fishery","Lutjanidae","BAU",1,"CS","illegal_fishing",2,7089.61521104117,0
"340","MNI Fishery","Lutjanidae","30& MPA",1,"CS","illegal_fishing",2,10466.8193345186,0
"341","MNI Fishery","Lutjanidae","BAU",1,"no_CS","no_illegal_fishing",2,7089.61521104117,0
"342","MNI Fishery","Lutjanidae","30& MPA",1,"no_CS","no_illegal_fishing",2,10466.8193345186,0
"343","MNI Fishery","Lutjanidae","BAU",1,"CS","no_illegal_fishing",2,7089.61521104117,0
"344","MNI Fishery","Lutjanidae","30& MPA",1,"CS","no_illegal_fishing",2,10466.8193345186,0
"345","MNI Fishery","Lutjanus griseus","BAU",1,"no_CS","illegal_fishing",2,0,0
"346","MNI Fishery","Lutjanus griseus","30& MPA",1,"no_CS","illegal_fishing",2,0,0
"347","MNI Fishery","Lutjanus griseus","BAU",1,"CS","illegal_fishing",2,0,0
"348","MNI Fishery","Lutjanus griseus","30& MPA",1,"CS","illegal_fishing",2,0,0
"349","MNI Fishery","Lutjanus griseus","BAU",1,"no_CS","no_illegal_fishing",2,0,0
"350","MNI Fishery","Lutjanus griseus","30& MPA",1,"no_CS","no_illegal_fishing",2,0,0
"351","MNI Fishery","Lutjanus griseus","BAU",1,"CS","no_illegal_fishing",2,0,0
"352","MNI Fishery","Lutjanus griseus","30& MPA",1,"CS","no_illegal_fishing",2,0,0
"353","MNI Fishery","Lutjanus jocu","BAU",1,"no_CS","illegal_fishing",2,196212.640799784,0
"354","MNI Fishery","Lutjanus jocu","30& MPA",1,"no_CS","illegal_fishing",2,193895.947829429,0
"355","MNI Fishery","Lutjanus jocu","BAU",1,"CS","illegal_fishing",2,196212.640799784,0
"356","MNI Fishery","Lutjanus jocu","30& MPA",1,"CS","illegal_fishing",2,193895.947829429,0
"357","MNI Fishery","Lutjanus jocu","BAU",1,"no_CS","no_illegal_fishing",2,196212.640799784,0
"358","MNI Fishery","Lutjanus jocu","30& MPA",1,"no_CS","no_illegal_fishing",2,193895.947829429,0
"359","MNI Fishery","Lutjanus jocu","BAU",1,"CS","no_illegal_fishing",2,196212.640799784,0
"360","MNI Fishery","Lutjanus jocu","30& MPA",1,"CS","no_illegal_fishing",2,193895.947829429,0
"361","MNI Fishery","Melichthys niger","BAU",1,"no_CS","illegal_fishing",2,11153.0163571579,0
"362","MNI Fishery","Melichthys niger","30& MPA",1,"no_CS","illegal_fishing",2,14210.7068237842,0
"363","MNI Fishery","Melichthys niger","BAU",1,"CS","illegal_fishing",2,11153.0163571579,0
"364","MNI Fishery","Melichthys niger","30& MPA",1,"CS","illegal_fishing",2,14210.7068237842,0
"365","MNI Fishery","Melichthys niger","BAU",1,"no_CS","no_illegal_fishing",2,11153.0163571579,0
"366","MNI Fishery","Melichthys niger","30& MPA",1,"no_CS","no_illegal_fishing",2,14210.7068237842,0
"367","MNI Fishery","Melichthys niger","BAU",1,"CS","no_illegal_fishing",2,11153.0163571579,0
"368","MNI Fishery","Melichthys niger","30& MPA",1,"CS","no_illegal_fishing",2,14210.7068237842,0
"369","MNI Fishery","Menticirrhus littoralis","BAU",1,"no_CS","illegal_fishing",2,32850.3559719748,0
"370","MNI Fishery","Menticirrhus littoralis","30& MPA",1,"no_CS","illegal_fishing",2,27160.34528749,0
"371","MNI Fishery","Menticirrhus littoralis","BAU",1,"CS","illegal_fishing",2,32850.3559719748,0
"372","MNI Fishery","Menticirrhus littoralis","30& MPA",1,"CS","illegal_fishing",2,27160.34528749,0
"373","MNI Fishery","Menticirrhus littoralis","BAU",1,"no_CS","no_illegal_fishing",2,32850.3559719748,0
"374","MNI Fishery","Menticirrhus littoralis","30& MPA",1,"no_CS","no_illegal_fishing",2,27160.34528749,0
"375","MNI Fishery","Menticirrhus littoralis","BAU",1,"CS","no_illegal_fishing",2,32850.3559719748,0
"376","MNI Fishery","Menticirrhus littoralis","30& MPA",1,"CS","no_illegal_fishing",2,27160.34528749,0
"377","MNI Fishery","Mullidae","BAU",1,"no_CS","illegal_fishing",2,207351.051289298,0
"378","MNI Fishery","Mullidae","30& MPA",1,"no_CS","illegal_fishing",2,185702.228402377,0
"379","MNI Fishery","Mullidae","BAU",1,"CS","illegal_fishing",2,207351.051289298,0
"380","MNI Fishery","Mullidae","30& MPA",1,"CS","illegal_fishing",2,185702.228402377,0
"381","MNI Fishery","Mullidae","BAU",1,"no_CS","no_illegal_fishing",2,207351.051289298,0
"382","MNI Fishery","Mullidae","30& MPA",1,"no_CS","no_illegal_fishing",2,185702.228402377,0
"383","MNI Fishery","Mullidae","BAU",1,"CS","no_illegal_fishing",2,207351.051289298,0
"384","MNI Fishery","Mullidae","30& MPA",1,"CS","no_illegal_fishing",2,185702.228402377,0
"385","MNI Fishery","Panulirus argus","BAU",1,"no_CS","illegal_fishing",2,83240.8266001962,0
"386","MNI Fishery","Panulirus argus","30& MPA",1,"no_CS","illegal_fishing",2,88748.800562537,0
"387","MNI Fishery","Panulirus argus","BAU",1,"CS","illegal_fishing",2,83240.8266001962,0
"388","MNI Fishery","Panulirus argus","30& MPA",1,"CS","illegal_fishing",2,88748.800562537,0
"389","MNI Fishery","Panulirus argus","BAU",1,"no_CS","no_illegal_fishing",2,83240.8266001962,0
"390","MNI Fishery","Panulirus argus","30& MPA",1,"no_CS","no_illegal_fishing",2,88748.800562537,0
"391","MNI Fishery","Panulirus argus","BAU",1,"CS","no_illegal_fishing",2,83240.8266001962,0
"392","MNI Fishery","Panulirus argus","30& MPA",1,"CS","no_illegal_fishing",2,88748.800562537,0
"393","MNI Fishery","Pomacanthus arcuatus","BAU",1,"no_CS","illegal_fishing",2,6899.25035636382,0
"394","MNI Fishery","Pomacanthus arcuatus","30& MPA",1,"no_CS","illegal_fishing",2,7115.47248709343,0
"395","MNI Fishery","Pomacanthus arcuatus","BAU",1,"CS","illegal_fishing",2,6899.25035636382,0
"396","MNI Fishery","Pomacanthus arcuatus","30& MPA",1,"CS","illegal_fishing",2,7115.47248709343,0
"397","MNI Fishery","Pomacanthus arcuatus","BAU",1,"no_CS","no_illegal_fishing",2,6899.25035636382,0
"398","MNI Fishery","Pomacanthus arcuatus","30& MPA",1,"no_CS","no_illegal_fishing",2,7115.47248709343,0
"399","MNI Fishery","Pomacanthus arcuatus","BAU",1,"CS","no_illegal_fishing",2,6899.25035636382,0
"400","MNI Fishery","Pomacanthus arcuatus","30& MPA",1,"CS","no_illegal_fishing",2,7115.47248709343,0
"401","MNI Fishery","Pomacanthus paru","BAU",1,"no_CS","illegal_fishing",2,35801.581157251,0
"402","MNI Fishery","Pomacanthus paru","30& MPA",1,"no_CS","illegal_fishing",2,39152.9651443661,0
"403","MNI Fishery","Pomacanthus paru","BAU",1,"CS","illegal_fishing",2,35801.581157251,0
"404","MNI Fishery","Pomacanthus paru","30& MPA",1,"CS","illegal_fishing",2,39152.9651443661,0
"405","MNI Fishery","Pomacanthus paru","BAU",1,"no_CS","no_illegal_fishing",2,35801.581157251,0
"406","MNI Fishery","Pomacanthus paru","30& MPA",1,"no_CS","no_illegal_fishing",2,39152.9651443661,0
"407","MNI Fishery","Pomacanthus paru","BAU",1,"CS","no_illegal_fishing",2,35801.581157251,0
"408","MNI Fishery","Pomacanthus paru","30& MPA",1,"CS","no_illegal_fishing",2,39152.9651443661,0
"409","MNI Fishery","Priacanthus arenatus","BAU",1,"no_CS","illegal_fishing",2,23039.3046587318,0
"410","MNI Fishery","Priacanthus arenatus","30& MPA",1,"no_CS","illegal_fishing",2,22056.523945606,0
"411","MNI Fishery","Priacanthus arenatus","BAU",1,"CS","illegal_fishing",2,23039.3046587318,0
"412","MNI Fishery","Priacanthus arenatus","30& MPA",1,"CS","illegal_fishing",2,22056.523945606,0
"413","MNI Fishery","Priacanthus arenatus","BAU",1,"no_CS","no_illegal_fishing",2,23039.3046587318,0
"414","MNI Fishery","Priacanthus arenatus","30& MPA",1,"no_CS","no_illegal_fishing",2,22056.523945606,0
"415","MNI Fishery","Priacanthus arenatus","BAU",1,"CS","no_illegal_fishing",2,23039.3046587318,0
"416","MNI Fishery","Priacanthus arenatus","30& MPA",1,"CS","no_illegal_fishing",2,22056.523945606,0
"417","MNI Fishery","Scaridae","BAU",1,"no_CS","illegal_fishing",2,4570.23691015722,0
"418","MNI Fishery","Scaridae","30& MPA",1,"no_CS","illegal_fishing",2,6763.48046050897,0
"419","MNI Fishery","Scaridae","BAU",1,"CS","illegal_fishing",2,4570.23691015722,0
"420","MNI Fishery","Scaridae","30& MPA",1,"CS","illegal_fishing",2,6763.48046050897,0
"421","MNI Fishery","Scaridae","BAU",1,"no_CS","no_illegal_fishing",2,4570.23691015722,0
"422","MNI Fishery","Scaridae","30& MPA",1,"no_CS","no_illegal_fishing",2,6763.48046050897,0
"423","MNI Fishery","Scaridae","BAU",1,"CS","no_illegal_fishing",2,4570.23691015722,0
"424","MNI Fishery","Scaridae","30& MPA",1,"CS","no_illegal_fishing",2,6763.48046050897,0
"425","MNI Fishery","Scarus coeruleus","BAU",1,"no_CS","illegal_fishing",2,75046.5557447567,0
"426","MNI Fishery","Scarus coeruleus","30& MPA",1,"no_CS","illegal_fishing",2,72917.5757117142,0
"427","MNI Fishery","Scarus coeruleus","BAU",1,"CS","illegal_fishing",2,75046.5557447567,0
"428","MNI Fishery","Scarus coeruleus","30& MPA",1,"CS","illegal_fishing",2,72917.5757117142,0
"429","MNI Fishery","Scarus coeruleus","BAU",1,"no_CS","no_illegal_fishing",2,75046.5557447567,0
"430","MNI Fishery","Scarus coeruleus","30& MPA",1,"no_CS","no_illegal_fishing",2,72917.5757117142,0
"431","MNI Fishery","Scarus coeruleus","BAU",1,"CS","no_illegal_fishing",2,75046.5557447567,0
"432","MNI Fishery","Scarus coeruleus","30& MPA",1,"CS","no_illegal_fishing",2,72917.5757117142,0
"433","MNI Fishery","Sparisoma viride","BAU",1,"no_CS","illegal_fishing",2,130479.555973654,0
"434","MNI Fishery","Sparisoma viride","30& MPA",1,"no_CS","illegal_fishing",2,111083.333467847,0
"435","MNI Fishery","Sparisoma viride","BAU",1,"CS","illegal_fishing",2,130479.555973654,0
"436","MNI Fishery","Sparisoma viride","30& MPA",1,"CS","illegal_fishing",2,111083.333467847,0
"437","MNI Fishery","Sparisoma viride","BAU",1,"no_CS","no_illegal_fishing",2,130479.555973654,0
"438","MNI Fishery","Sparisoma viride","30& MPA",1,"no_CS","no_illegal_fishing",2,111083.333467847,0
"439","MNI Fishery","Sparisoma viride","BAU",1,"CS","no_illegal_fishing",2,130479.555973654,0
"440","MNI Fishery","Sparisoma viride","30& MPA",1,"CS","no_illegal_fishing",2,111083.333467847,0
"441","MNI Fishery","Sphyraenidae","BAU",1,"no_CS","illegal_fishing",2,75915.6653766228,0
"442","MNI Fishery","Sphyraenidae","30& MPA",1,"no_CS","illegal_fishing",2,92150.6106336183,0
"443","MNI Fishery","Sphyraenidae","BAU",1,"CS","illegal_fishing",2,75915.6653766228,0
"444","MNI Fishery","Sphyraenidae","30& MPA",1,"CS","illegal_fishing",2,92150.6106336183,0
"445","MNI Fishery","Sphyraenidae","BAU",1,"no_CS","no_illegal_fishing",2,75915.6653766228,0
"446","MNI Fishery","Sphyraenidae","30& MPA",1,"no_CS","no_illegal_fishing",2,92150.6106336183,0
"447","MNI Fishery","Sphyraenidae","BAU",1,"CS","no_illegal_fishing",2,75915.6653766228,0
"448","MNI Fishery","Sphyraenidae","30& MPA",1,"CS","no_illegal_fishing",2,92150.6106336183,0
"449","MNI Fishery","Squalidade","BAU",1,"no_CS","illegal_fishing",2,102634.071397886,0
"450","MNI Fishery","Squalidade","30& MPA",1,"no_CS","illegal_fishing",2,79652.0133968205,0
"451","MNI Fishery","Squalidade","BAU",1,"CS","illegal_fishing",2,102634.071397886,0
"452","MNI Fishery","Squalidade","30& MPA",1,"CS","illegal_fishing",2,79652.0133968205,0
"453","MNI Fishery","Squalidade","BAU",1,"no_CS","no_illegal_fishing",2,102634.071397886,0
"454","MNI Fishery","Squalidade","30& MPA",1,"no_CS","no_illegal_fishing",2,79652.0133968205,0
"455","MNI Fishery","Squalidade","BAU",1,"CS","no_illegal_fishing",2,102634.071397886,0
"456","MNI Fishery","Squalidade","30& MPA",1,"CS","no_illegal_fishing",2,79652.0133968205,0
"457","MNI Fishery","Thunnus sp.","BAU",1,"no_CS","illegal_fishing",2,17074.3342369509,0
"458","MNI Fishery","Thunnus sp.","30& MPA",1,"no_CS","illegal_fishing",2,12142.4920265744,0
"459","MNI Fishery","Thunnus sp.","BAU",1,"CS","illegal_fishing",2,17074.3342369509,0
"460","MNI Fishery","Thunnus sp.","30& MPA",1,"CS","illegal_fishing",2,12142.4920265744,0
"461","MNI Fishery","Thunnus sp.","BAU",1,"no_CS","no_illegal_fishing",2,17074.3342369509,0
"462","MNI Fishery","Thunnus sp.","30& MPA",1,"no_CS","no_illegal_fishing",2,12142.4920265744,0
"463","MNI Fishery","Thunnus sp.","BAU",1,"CS","no_illegal_fishing",2,17074.3342369509,0
"464","MNI Fishery","Thunnus sp.","30& MPA",1,"CS","no_illegal_fishing",2,12142.4920265744,0
