"","species","management","time","biomass","harvest1","profit1","BvBMSY","FvFMSY1","FvFMSYtotal"
"2951","Pomacanthus arcuatus","BAU",6,155.788695168766,13.6615382383546,136.615382383546,0.372620789904015,6.31914893617021,6.31914893617021
"2952","Pomacanthus arcuatus","30% MPA",6,173.687723176986,10.6618071895477,106.618071895477,0.415432304229312,4.42340425531915,4.42340425531915
"2953","Pomacanthus arcuatus","BAU",7,146.236979791487,12.8239221024263,128.239221024263,0.349774666666611,6.31914893617021,6.31914893617021
"2954","Pomacanthus arcuatus","30% MPA",7,167.387948868668,10.2750960404556,102.750960404556,0.400364286126718,4.42340425531915,4.42340425531915
"2955","Pomacanthus arcuatus","BAU",8,137.376920245019,12.0469591645376,120.469591645376,0.328582869770019,6.31914893617021,6.31914893617021
"2956","Pomacanthus arcuatus","30% MPA",8,161.389174350623,9.90686173975153,99.0686173975153,0.386016209734214,4.42340425531915,4.42340425531915
"2957","Pomacanthus arcuatus","BAU",9,129.150891131655,11.3255960954119,113.255960954119,0.308907568794718,6.31914893617021,6.31914893617021
"2958","Pomacanthus arcuatus","30% MPA",9,155.673960239499,9.55603377226364,95.5603377226364,0.372346362931464,4.42340425531915,4.42340425531915
"2959","Pomacanthus arcuatus","BAU",10,121.506684887975,10.6552546705301,106.552546705301,0.290623891884634,6.31914893617021,6.31914893617021
"2960","Pomacanthus arcuatus","30% MPA",10,150.226044465886,9.22161389214365,92.2161389214365,0.359315849538337,4.42340425531915,4.42340425531915
"2961","Pomacanthus arcuatus","BAU",11,114.396945516626,10.0317821125168,100.317821125168,0.273618571327236,6.31914893617021,6.31914893617021
"2962","Pomacanthus arcuatus","30% MPA",11,145.030251989783,8.90267058075796,89.0267058075796,0.346888373369252,4.42340425531915,4.42340425531915
"2963","Pomacanthus arcuatus","BAU",12,107.778667336341,9.4514071351535,94.514071351535,0.257788744646481,6.31914893617021,6.31914893617021
"2964","Pomacanthus arcuatus","30% MPA",12,140.072412241448,8.59833397880039,85.9833397880039,0.335030040765329,4.42340425531915,4.42340425531915
"2965","Pomacanthus arcuatus","BAU",13,101.612750628227,8.91070097678203,89.1070097678203,0.243040891782249,6.31914893617021,6.31914893617021
"2966","Pomacanthus arcuatus","30% MPA",13,135.339283559861,8.30779124795363,83.0779124795363,0.32370917986371,4.42340425531915,4.42340425531915
"2967","Pomacanthus arcuatus","BAU",14,95.8636071513778,8.40654280688606,84.0654280688606,0.229289891548923,6.31914893617021,6.31914893617021
"2968","Pomacanthus arcuatus","30% MPA",14,130.818483975761,8.03028232201102,80.3028232201102,0.312896175042017,4.42340425531915,4.42340425531915
"2969","Pomacanthus arcuatus","BAU",15,90.4988094375841,7.93608897178183,79.3608897178183,0.216458182806363,6.31914893617021,6.31914893617021
"2970","Pomacanthus arcuatus","30% MPA",15,126.49842775258,7.7650960114471,77.650960114471,0.302563315134774,4.42340425531915,4.42340425531915
"2971","Pomacanthus arcuatus","BAU",16,85.4887785778034,7.49674561575664,74.9674561575664,0.204475017696773,6.31914893617021,6.31914893617021
"2972","Pomacanthus arcuatus","30% MPA",16,122.368267157748,7.51156642905343,75.1156642905343,0.292684654159986,4.42340425531915,4.42340425531915
"2973","Pomacanthus arcuatus","BAU",17,80.8065059024158,7.08614427444677,70.8614427444677,0.193275795949914,6.31914893617021,6.31914893617021
"2974","Pomacanthus arcuatus","30% MPA",17,118.41783898948,7.26906970749001,72.6906970749001,0.283235883420077,4.42340425531915,4.42340425531915
"2975","Pomacanthus arcuatus","BAU",18,76.4273045503017,6.70212008924802,67.0212008924802,0.182801470677429,6.31914893617021,6.31914893617021
"2976","Pomacanthus arcuatus","30% MPA",18,114.637615431188,7.037020982487,70.37020982487,0.274194213953762,4.42340425531915,4.42340425531915
"2977","Pomacanthus arcuatus","BAU",19,72.3285874327567,6.3426923363621,63.426923363621,0.172998017299261,6.31914893617021,6.31914893617021
"2978","Pomacanthus arcuatus","30% MPA",19,111.018658847596,6.81487161800783,68.1487161800783,0.26553826841583,4.42340425531915,4.42340425531915
"2979","Pomacanthus arcuatus","BAU",20,68.4896685393221,6.00604700275952,60.0604700275952,0.163815958300054,6.31914893617021,6.31914893617021
"2980","Pomacanthus arcuatus","30% MPA",20,107.552580174167,6.6021066519875,66.021066519875,0.25724798155154,4.42340425531915,4.42340425531915
"2981","Pomacanthus arcuatus","BAU",21,64.8915849139488,5.69052117478089,56.9052117478089,0.155209937425594,6.31914893617021,6.31914893617021
"2982","Pomacanthus arcuatus","30% MPA",21,104.23150058503,6.39824244332119,63.9824244332119,0.249304508512639,4.42340425531915,4.42340425531915
"2983","Pomacanthus arcuatus","BAU",22,61.5169369601643,5.39458903405868,53.9458903405868,0.147138337719178,6.31914893617021,6.31914893617021
"2984","Pomacanthus arcuatus","30% MPA",22,101.048016154655,6.20282450262428,62.0282450262428,0.241690140333945,4.42340425531915,4.42340425531915
"2985","Pomacanthus arcuatus","BAU",23,58.34974502036,5.11684928056134,51.1684928056134,0.139562938482994,6.31914893617021,6.31914893617021
"2986","Pomacanthus arcuatus","30% MPA",23,97.9951652555279,6.01542549094075,60.1542549094075,0.23438822595396,4.42340425531915,4.42340425531915
"2987","Pomacanthus arcuatus","BAU",24,55.3753204231723,4.85601382438423,48.5601382438423,0.132448606844788,6.31914893617021,6.31914893617021
"2988","Pomacanthus arcuatus","30% MPA",24,95.066398458238,5.83564337206275,58.3564337206275,0.227383100220873,4.42340425531915,4.42340425531915
"2989","Pomacanthus arcuatus","BAU",25,52.5801494094469,4.61089760689886,46.1089760689885,0.125763020127967,6.31914893617021,6.31914893617021
"2990","Pomacanthus arcuatus","30% MPA",25,92.2555507221853,5.66309970545925,56.6309970545925,0.220660017377325,4.42340425531915,4.42340425531915
"2991","Pomacanthus arcuatus","BAU",26,49.9517885359396,4.38040942841636,43.8040942841635,0.119476415674556,6.31914893617021,6.31914893617021
"2992","Pomacanthus arcuatus","30% MPA",26,89.5568156846473,5.49743806801245,54.9743806801245,0.214205089564112,4.42340425531915,4.42340425531915
"2993","Pomacanthus arcuatus","BAU",27,47.4787703205439,4.16354367395852,41.6354367395852,0.113561365164187,6.31914893617021,6.31914893617021
"2994","Pomacanthus arcuatus","30% MPA",27,86.9647218735598,5.33832259384117,53.3832259384117,0.20800522992509,4.42340425531915,4.42340425531915
